,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro06_M001.wav,e3,ALRIGHT .
342,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_impro08_M015.wav,e2,OKAY I NEED MORE THAN THIS ARE . YOU GOING TO GIVE ME A LITTLE BIT MORE .
1685,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_script03_1_M029.wav,e0,HORRIBLE THING I HATED IT .
3189,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script01_1_M024.wav,e3,NO I WANTED TO GET THIS ALL SORTED OUT FIRST .
999,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro07_F023.wav,e1,FAIR FOR YOU WOW OH . MY GOSH .
478,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script01_2_M001.wav,e0,WELL . UH  HE GREW UP NEXT DOOR TO THE GIRL . WHY WOULDN'T HE WANT TO SEE HER .
22,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script02_1_M005.wav,e1,ALTHOUGH I GUESS YOU CAN'T TELL IT PROBABLY ISN'T THEM  PROBABLY BE UNMISTAKABLE DON'T YOU THINK .
2900,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script02_1_M006.wav,e1,HOW YOU DOING . YOU KNOW WHAT I FORGOT . I FORGOT TO BRING MY FLASHLIGHT HOW HOW . COULD I FORGET TO BRING MY FLASHLIGHT HOW COULD I BE SO STUPID .
300,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro07_F062.wav,e1,NO IT'S DORKY .
1601,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_impro06_F006.wav,e3,I MEAN HE WAS  LIKE . REALLY  CONSCIOUS RIGHT UP UNTIL THE END  YOU KNOW .
331,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_impro05_F016.wav,e0,I HAD NOTHING TO DO WITH THE BOARDING ATTENDANCE  I'M SORRY THAT YOUR SEAT WAS . WHEREVER IT WAS .
3504,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_impro03_M015.wav,e1,IT'S A GOOD IDEA .
673,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro05_F017.wav,e2,I'VE HAD  ENOUGH  I WANT TO TALK TO NO NO . UNACCEPTABLE I WANT TO YOUR SUPERVISOR I AM DONE WITH THIS .
291,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro08a_M004.wav,e0,OLIVIA . UM . OKAY SO  HOW LONG HAS THIS PROBLEM BEEN .
2548,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro08_M003.wav,e0,I I'LL  GIVE YOU A LITTLE HINT NEXT TIME . IF IT ASKS IF YOU'RE ON A ROTARY PHONE  YOU KNOW . JUST . STAY ON  THE LINE INSTEAD OF INSTEAD OF HITTING ONE OR TWO TO SAY IF YOU'RE LIKE ON A TOUCH TONE .
1349,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_script03_2_M003.wav,e2,YOU WENT OUT OF YOUR WAY TO TORTURE ME OVER PETER BURDEN .
336,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script01_2_F001.wav,e0,SHE'S BEEN IN NEW YORK THREE AND A HALF YEARS WHY ALL OF THE SUDDEN .
1479,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_impro03_M004.wav,e1,THAT IS GREAT  YOU LOOK . RADIANT I SHOULD'VE GUESS .
3001,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_impro06_M010.wav,e3,YEAH I DON'T KNOW SOMETIMES I WISH  I DIDN'T KNOW . HIM SO I WOULDN'T .
3002,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_impro03_F003.wav,e1,{LG} WELL YOU PAINT A ROMANTIC PICTURE .
2611,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro05_F017.wav,e0,UH . ACTUALLY I DON'T KNOW THAT THAT'S LEGAL . UM IT IS THE ISSUE .
2870,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_script02_1_M004.wav,e1,IS THAT NO  IS  THAT . JUST FOAM . I . CAN'T EVEN TELL .
3345,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_script03_2_F027.wav,e2,ON THE CONTRARY A CHILD OF TWO COULD GET VIOLENTLY DRUNK ON ONLY ONE GLASS OF BRANDY .
153,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro05a_M026.wav,e2,YOU'RE THE MANAGER  YOU DON'T KNOW WHERE YOU WORK FOR  YOU DON'T KNOW WHERE YOU'RE AT AND YOU'RE THE MANAGER .
990,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro04_M019.wav,e2,THIS DOESN'T HAPPEN . TO A NORMAL PERSON .
3885,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script01_3_M038.wav,e3,CAUSE YOU CAN TAKE  THOSE THINGS OUT OF A WAR . BUT YOU HAVE TO REALIZE THAT THOSE THINGS . CAME . OUT OF THE LOVE THAT A MAN CAN HAVE FOR ANOTHER MAN .
1652,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro02_F001.wav,e3,UM .
1752,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_impro07_M021.wav,e0,I GOT INTO . FILM SCHOOL AT THE ART ACADEMY .
836,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_script01_1_F026.wav,e0,WELL . THE TROUBLE IS YOU NEVER SAW ENOUGH WOMEN .
1335,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro04_M003.wav,e0,I WENT TO SCHOOL AND I  GOT MY DEGREE AND I GOT A JOB .
2443,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script03_1_M024.wav,e1,DO YOU REMEMBER THAT AWFUL SCENE WE HAD IN VENICE .
946,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro05_M032.wav,e0,WELL IT'S LIKE ANY KIND OF INSURANCE . YOU DON'T  WHEN YOU GET IT THEN YOU GET MORE . YOU KNOW LIKE IF YOU .
2124,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro03_F003.wav,e1,YES . HE FINALLY PROPOSED I'M GETTING MARRIED .
414,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_script01_1_M038.wav,e2,THE BUSINESS THE BUSINESS DOESN'T INSPIRE ME .
1850,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_script03_2_F042.wav,e2,OH I AM . LET GO OF ME .
3568,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro08a_F021.wav,e2,I AM A REALTOR AND THIS IS MY BUSINESS . PEOPLE ARE CALLING ME ALL THE TIME . BUT YOU KNOW AND I DON'T HAVE A LAND LINE I CAN'T AFFORD TO HAVE A LAND LINE .
24,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_script02_2_F041.wav,e1,AUGIE YOU BROUGHT REFRESHMENTS .
2383,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script01_3_M019.wav,e1,I KISSED YOU .
1213,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro04_M012.wav,e0,WELL . WHAT ARE YOU GOING TO DO ABOUT IT TO MAKE IT DIFFERENT .
92,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro06_F007.wav,e3,I'M SORRY I .
1064,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro07_M003.wav,e1,SO YOU'RE NOT GOING TO LEAVE ME .
2342,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro03_F013.wav,e1,SO WHERE ARE YOU GOING TO  HAVE YOUR . WEDDING .
386,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_impro03_M018.wav,e0,JUST CASH HARDCORE .
2256,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro04_M041.wav,e1,LIKE WOW YOU'RE REALLY SMART WE'RE GOING TO  GIVE  YOU  AN . EXTRA  {NS} .
3477,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_script01_3_F030.wav,e3,GEEZ .
2,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_script01_1b_F028.wav,e3,NOW WHAT'S GOING TO HAPPEN TO YOUR FATHER DO YOU KNOW I DON'T .
1212,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_script03_2_M029.wav,e2,I'M NOT IN THE LEAST BIT DRUNK .
2596,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_script02_2_M014.wav,e0,WELL WE'RE GOING TO SEE IT .
2742,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_impro02_F023.wav,e3,BABE I LOVE YOU .
99,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro05_F026.wav,e0,WE CAN GIVE YOU FIFTY DOLLAR TO SORT OF  MAKE UP FOR IT TO COMPENSATE . AND WE CAN DEFINITELY LET YOU KNOW IF IT SHOWS UP BUT  LIKELY . MORE THAN LIKELY .
2524,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro07_M021.wav,e0,NO . NO IT'S TOTALLY COOL I MEAN LIKE THIS FRIEND OF MINE HE WAS  HE'S BEEN UNDECIDED NOW FOR LIKE . THE  PAST LIKE  ELEVEN YEARS OF HIS LIFE .
2908,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro07_M011.wav,e1,IT WAS GOOD YEAH I  MEAN .
1566,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script03_2_M008.wav,e2,YOU MUST ADMIT THAT HE WAS IN LOVE WITH YOU WASN'T HE .
1767,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro05b_F022.wav,e0,UH . NO I'M NOT .
3910,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_script01_3_F012.wav,e1,EVERYDAY SINCE .
2633,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_impro07_F004.wav,e1,I HAVE SOME BETTER NEWS THAN THAT .
2897,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro05_M034.wav,e0,UH . SO IT WAS REALLY HEAVY .
360,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro05a_F012.wav,e0,I'M VERY SORRY BUT  LET'S CHECK ON  THIS . IMMEDIATELY THIS IS . DEFINITELY AN EMERGENCY  IT SEEMS .
2459,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script03_2_F030.wav,e2,NOT VERY FUNNY DARLING WHY DON'T YOU HAVE SOME MORE BRANDY .
535,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script01_2_M015.wav,e2,WHAT DOES THAT MEAN ME ABOVE ALL . WHAT DOES THAT MEAN .
2564,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_impro07_F002.wav,e1,I DIDN'T . EVEN .
3397,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro07_F011.wav,e1,UH HUH YES SERIOUSLY FOR YEARS .
3906,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script03_1_F036.wav,e1,THE MANAGER CAME IN . HE FOUND US ROLLING ABOUT THE  FLOOR . {LG} .
1915,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro08b_M022.wav,e0,ALRIGHT GREAT . HAVE A NICE . EVENING .
558,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro01_F003.wav,e0,YEAH SO I CAN'T I CAN'T DO ANYTHING .
2850,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_script02_2_M041.wav,e1,I DON'T KNOW IT SEEMED LIKE A PRETTY GOOD SPOT TO ME I MEAN . LOOK AT THE VIEW YOU HAVE OF THE MOON FROM HERE .
563,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script03_2_F015.wav,e2,DON'T BE STUPID WHAT .
1234,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_impro07_F016.wav,e1,{LG} I'M SO EXCITED JOE . OH MAN I  AND I GOT IN I GOT INTO THE SCHOOL OF  THEATRE SO IT'S . LIKE .
3302,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_impro07_F010.wav,e1,YOU CAN  WALK SOMEWHERE AND BE ANYWHERE IN THE COUNTRY AND . BE LIKE OH YEAH I AM AT U S C .
842,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro06_M011.wav,e3,YES I MEAN SHE CARED ABOUT ALL OF US  SHE WAS GREAT .
3510,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_impro08_F020.wav,e0,THREE DAYS .
2430,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro04_F005.wav,e2,I'M REALLY GOOD AT WHAT I DO I JUST DON'T KNOW HOW TO MAKE SOMEONE ELSE SEE THAT .
3686,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_script01_1_M039.wav,e2,YES I LIKE IT AND HOUR A DAY  IF I'M GOING TO GRUB FOR MONEY ALL DAY LONG AT LEAST IN THE EVENING I WANT IT BEAUTIFUL .
1978,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_script03_2_M007.wav,e2,WHAT ABOUT ME .
1462,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro07_M063.wav,e0,DORKY .
2642,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro08_M027.wav,e0,AND YOU KNOW JUST I MEAN BE CAREFUL IN THE FUTURE IF . UM .
2487,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script03_1_M021.wav,e1,WE ARE FIGURES OF FUN ALL RIGHT .
16,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_script03_1_F031.wav,e0,YOU KNEW THERE WAS NOTHING IN THAT .
2412,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_script01_1_M002.wav,e3,ABOUT . FOUR IN THE MORNING . I HEARD A CRACK AND . I LOOKED OUT . AND HE WAS STANDING RIGHT THERE WHEN IT HAPPENED .
2376,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_impro07_F013.wav,e1,OH YOU DON'T LIKE THAT . YOU'RE WEST SIDER .
3022,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_script02_2_F044.wav,e1,OH AUGIE YOU BROUGHT REFRESHMENTS .
3273,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro01_M001.wav,e0,YEA I JUST WANT TO GET THIS DONE .
1457,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_script03_2_F013.wav,e2,DON'T BE SO STUPID .
64,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro08a_F022.wav,e2,THAT YOU BETTER BE SORRY .
429,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_script02_2_M044.wav,e0,I DON'T KNOW . IT  SEEMED LIKE A GOOD SPOT TO ME .
1168,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_script01_1_M022.wav,e2,OH SEE THEN IT'S JUST NOT MY BUSINESS  GOD YOU INFURIATE ME SOMETIMES . ISN'T MY BUSINESS TOO IF DAD THROWS A FIT  HUH  GOD YOU HAVE SUCH A TALENT FOR IGNORING THINGS .
3122,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_impro07_M020.wav,e0,YEAH . WELL I DOUBT {NS} PING PONG {NS} .
2346,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_script03_2_M008.wav,e2,YEAH SO AM I  BORED STIFF .
2701,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_impro06_F010.wav,e3,I MEAN WE CAN BE GRATEFUL FOR THAT .
489,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro07_F011.wav,e1,DID  YOU SAY YES YET I MEAN HAVE YOU SENT IN . YOUR ANSWER .
2395,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02M_impro06_M017.wav,e3,JUST MAKES IT THAT MUCH HARDER TO  DEAL CAUSE AS MUCH AS YOU WANT  TO YOU KNOW MAKE HER BETTER . SEE HER NOT IN ANY PAIN IT'S LIKE . JUST  I . DON'T KNOW . JUST . HAS A MIND OF ITS OWN .
1501,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_script02_2_F024.wav,e3,RATHER NOT HOPE  FOR SOMETHING .
1292,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_impro07_M033.wav,e0,WELL . GET USED TO IT .
186,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro06_M022.wav,e0,DO YOU KNOW WHAT  IT'S GOING TO PASS EVENTUALLY I MEAN  IT'LL NEVER PASS IT'LL ALWAYS BE THERE AND YOU'LL ALWAYS REMEMBER AND EVERYTHING LIKE  THAT  BUT . YOU KNOW  IT'LL GET EASIER I  GUESS .
3095,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_impro07_M029.wav,e0,I'LL GO TO BASKETBALL GAMES .
887,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_script02_2_M031.wav,e2,AND YOU KNOW . BABY . THE JOKES ON US . BECAUSE YOU KNOW WHAT YOU GET DO . YOU KNOW WHAT YOU GET CARLA YOU GET THIS .
2518,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script02_2_F015.wav,e2,NO WE WON'T . IT'S POINTLESS IT'S LIKE A WAITING UP TO SEE SANTA CLAUS .
767,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_impro07_F003.wav,e1,YEAH I THINK I MEAN BECAUSE WHERE ELSE WOULD I GONNA GO LIKE . THE OTHER PLACES THAT I APPLIED TO I REALLY DIDN'T LIKE THAT MUCH ANYWAY .
2852,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_impro05_M009.wav,e0,YES I . KNOW I KNOW IT'S IT'S  FRUSTRATING UNFORTUNATELY THOUGH . UM .
72,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script03_2_F023.wav,e2,OH BE QUIET .
3102,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro04_M010.wav,e0,{NS} . NO I WOULDN'T . BUT I .
2247,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_script02_1_F000.wav,e0,FINE .
2329,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_impro04_M017.wav,e0,MAYBE YOU COULD START TEACHING I DON'T KNOW .
3236,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_script03_2_F029.wav,e2,SHUT UP .
2461,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro02_F002.wav,e3,I'M SORRY IT'S JUST A LOT . AHH . TO EXPLAIN  AHH I GOT A CALL .
1421,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses01M_impro04_F008.wav,e0,RIGHT SURE .
1537,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_script02_2_F038.wav,e3,YOU'RE THE ONE WHO PROBABLY WISHES YOU WERE WITH SOMEONE ELSE SOMEONE WHO  YOU'D RATHER ENJOY YOURSELF AND  DIDN'T TAKE EVERYTHING SO HARD .
2327,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03F_impro08_F011.wav,e0,DO YOU HAVE A LAND LINE SIR .
3371,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_impro07_F006.wav,e1,ABSOLUTELY I'M SO EXCITED .
2750,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script03_1_M020.wav,e1,NO . SO IS EVERYONE ELSE IN THE LONG RUN . LET'S BE SUPERFICIAL AND  PITY THE POOR PHILOSOPHERS  LET'S BLOW TRUMPETS AND SQUEAKERS AND .
3699,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro02_M021.wav,e3,I JUST WANT TO BE HONEST WITH YOU I DON'T WANT YOU TO .
746,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro03_F042.wav,e1,JUST COULDN'T BE . ANY COOLER .
1904,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro03_M019.wav,e0,IT'S A . LIGHT BROWN TANISH .
849,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05M_impro04_M008.wav,e0,YOU PLAN ON BEING THERE FOREVER I MEAN LIKE . WHAT DO YOU .
720,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_script02_1_M002.wav,e1,I WOULD HAVE LIKED TO HAVE GONE A LITTLE FURTHER UP THE COAST TO GET AWAY FROM THE  LIGHTS AND THE PEOPLE BUT I  WAS AFRAID WE'D MISS IT .
1200,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro05_F008.wav,e2,NO NO I HEARD I HEARD WHAT YOU SAID .
2522,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro08a_M007.wav,e0,I UNDERSTAND  WE'RE NOT .
3577,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_impro07_M015.wav,e1,AND UH IT'S JUST REALLY EXCITING I YOU KNOW I'M JUST I . WANT TO . I WANT TO SHARE THIS  SPECIAL HAPPY MOMENT WITH YOU IT'S  AWESOME .
1210,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script03_1_M016.wav,e1,NO  THAT FIRE WILL FADE  ALONG WITH OUR PASSION .
2776,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_script03_1_M010.wav,e0,MEANING THAT . SACRED AND BEAUTIFUL  THING LOVE .
3146,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses02F_script03_2_M036.wav,e2,I'LL DO NO SUCH  THING .
3991,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_impro03_M036.wav,e1,YOU I CAN'T BELIEVE IT . I'M SO HAPPY FOR YOU THIS IS EXACTLY WHAT YOU WANTED  IT'S YOUR DREAM  COME TRUE .
2440,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro04_F003.wav,e0,WELL WHAT ARE YOU LOOKING FOR I MEAN .
2252,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04F_impro06_F008.wav,e1,{LG} . YOU'RE PROBABLY RIGHT HE PROBABLY WOULD BE PISSED IF WE WERE ALL SITTING AROUND BEING UPSET ABOUT IT . HE'D WANT US TO HAVE A PARTY .
3541,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_impro08_F020.wav,e0,YOU'RE JUST GOING TO PUT IT BACK ON MY ACCOUNT .
3399,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses03M_impro04_M026.wav,e3,NO .
1081,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses04M_script01_2_F009.wav,e2,THEN WHY IS SHE STILL SINGLE NEW YORK IS FULL OF MEN WHY HASN'T SHE MARRIED  PROBABLY A HUNDRED PEOPLE TOLD HER SHE'S FOOLISH BUT SHE'S WAITED .
2588,/data/jiayu_xiao/IEMOCAP/path_to_wavs/Ses05F_script03_2_F041.wav,e2,BEAST BRUTE CAD . WHORE .
